sentence,label
"Figure B 1.1
Movements of the CCPI and Inflation
Source: Department of Census and Statistics57.2
154.7243.2
100150200250300350400
010203040506070
Jul-21
Aug-21
Sep-21
Oct-21
Nov-21
Dec-21
Jan-22
Feb-22
Mar-22
Apr-22
May-22
Jun-22
Jul-22
Aug-22
Sep-22
Oct-22
Nov-22
Dec-22
Index pointsPer cent
Inflation (Y-o-Y) CCPI (2013=100) (Right Axis)Inflation in Dec 2022:
243.2−154.7x 100 = 57.2
154.7Inflation (y-o-y) is the 
increase in CCPI over one year, expressed as a percentage of CCPI one year ago",Inflation
"10
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1disinflation process, one should have a clear 
understanding of the movements in price levels in 
the past one year period, i.e., the base effects, and 
the expected future path of price levels, i.e., the  
expected price momentum.",Inflation
"Figure B 1.2 depicts 
inflation dynamics in recent times in terms of momentum 
and base effects.",Inflation
"The figure illustrates that the monthly change in year-on-year inflation can be approximated 
by the summation of the momentum effect and the 
base effect, particularly during periods where the  
year-on-year inflation is small.",Inflation
"Sources of Inflation in Sri Lanka
Being a small open economy, Sri Lanka’s overall inflation is a combination of both domestic and 
imported inflation.",Inflation
"Domestic inflation is affected by 
demand side factors, supply side factors, and the economic agent’s expectations on the future course 
of inflation.",Inflation
"Demand side factors are typically the 
outcomes of a growing economy, public expectations of future price movements, and macroeconomic policies (i.e., monetary policy and fiscal policy) aimed 
at influencing the aggregate demand conditions of 
the economy, whereas supply side factors could be the outcomes of either the supply side policies of 
the Government or some exogenous circumstances, 
such as natural disasters, global events, etc.",Inflation
"As the people of Sri Lanka consume a considerable share of 
imported items, the country’s inflation is also affected 
by the movements in global commodity prices.",Inflation
"In 
addition, exchange rate movements affect inflation.",Inflation
"For instance, a depreciation of the Sri Lanka rupee against the US dollar (since most imports are valued in US dollar terms) will increase the price of imports in 
domestic currency terms.What is Disinflation?",Exchange Rates
"Disinflation is interpreted as a slowdown in the rate 
of increase of the general price level in an economy.",Inflation
"Alternatively, it can be defined as a sustained decrease 
in year-on-year inflation.",Inflation
"Disinflation is a process that 
typically takes place over the short to medium term until 
inflation reaches the desired level and price stability is restored.",Inflation
"It is important to note that disinflation, 
following an episode of high inflation, is different from 
deflation, which refers to a sustained decrease in the general price level.",Inflation
"Disinflation results in a lower level of inflation where the prices are still rising, but at a slower 
rate.",Inflation
"In general, gradual disinflation is brought about by 
contractionary monetary policy as well as supply conditions turning favourable.",Monetary Policy
"The objective of contractionary monetary policy is to bring back 
inflation to the targeted level and sustain it thereafter.",Inflation
"Disinflation policies could be associated with short term costs in terms of subdued economic activity and rising 
unemployment.",Unemployment
"However, the long term gains for the 
economy on account of reduced distortions due to high inflation outweigh the short term costs.",Inflation
"In the meantime, 
policymakers must also be vigilant of threats of future 
deflation during disinflation episodes, as sustained deflation can be highly destructive to a modern economy 
(Bernanke, 2012).",Inflation
"Globally, there have been several noticeable disinflation 
episodes.",Inflation
"The reduction in inflation in the US in the early 
1980s, when the US Federal Reserve was headed by Paul Volcker, remains a widely discussed macroeconomic 
outcome (commonly referred to as ‘Volcker disinflation’).",Inflation
"During the 1970s and early 1980, the general price levels in the US rose significantly.",Inflation
"However, following the 
implementation of aggressive monetary policy measures 
by the US Federal Reserve, the annual inflation rate was brought down from a peak of 13.5 per cent in 1980 to 
3.2 per cent by 1983.",Monetary Policy
"The US experienced two recessions 
during this period, which are generally attributed to disinflationary policies.",Fiscal Policy
"However, ‘Volcker disinflation’ laid the foundation for the long economic expansions of 
the 1980s and 1990s in the US.",Monetary Policy
"In the meantime, Japan 
and Germany also experienced heightened levels of inflation in the early 1970s.",Inflation
"However, by the late 1970s 
both countries recorded low inflation relative to other 
advanced economies.",Inflation
"The success of this disinflation 
process is attributed to the strong discipline of the 
respective governments and monetary authorities, based on the understanding that inflation in the long run is a Figure B 1.2
Inflation Dynamics in terms of Momentum and Base Effects
(Based on the CCPI, 2013=100)
Source: Department of Census and Statistics-15-10-505101520
Jan-21
Mar-21
May-21
Jul-21
Sep-21
Nov-21
Jan-22
Mar-22
May-22
Jul-22
Sep-22
Nov-22
Jan-23
Mar-23
May-23
Jul-23
Sep-23
Nov-23Per cent
Momentum Effect Base Effect Monthly Change in Y-o-Y Inflation
* This approximation is valid only when inflation is a    small number in percentage termsInflation (y-o-y) in Jan. 2021 declined by 1.2 
percentage points compared to the previous month.",Inflation
This change can be approximated by the sum of a momentum effect of 0.5 per cent and a base effect of -1.7 per cent*,Inflation
"11
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1monetary phenomenon (Nelson, 2007).",Monetary Policy
"Furthermore, 
productivity improvements can also help the disinflation 
process.",Unclassified
"Aggregate demand pressures can be lessened 
due to the expansion of the potential GDP in the long run through effective supply side policies.",Fiscal Policy
"Moreover, higher 
productivity, deregulation and increased globalisation 
are also weighed as possible causes for the considerable drop in global inflation from the elevated levels in the 
1970s and early 1980s (Rogoff, 2004).",Unclassified
"The Envisaged Disinflation Process in Sri Lanka 
Sri Lanka’s inflation started moderating from its peak levels of around 70 per cent (year-on-year) 
in September 2022, confirming that the disinflation 
process had started as envisaged.",Inflation
"In terms of economic 
factors, this process is expected to be supported by 
subdued aggregate demand conditions due to tight 
monetary and fiscal policies, expected improvements 
in domestic supply conditions, improved external sector 
performance, normalisation of global commodity prices, and the timely passthrough of such reductions 
to domestic prices.",Monetary Policy
"Statistically, the disinflation process 
is anticipated to be influenced by both the momentum 
effect and the base effect, with a higher contribution 
expected from the latter.",Inflation
"Moreover, the effects of statistical factors can be 
assessed within the context of sources of inflation and 
expected economic developments.",Inflation
"The IMF (2023) 
expects global inflation to fall in 2023 and 2024.",Inflation
"If the envisaged moderation in global commodity prices is 
passed on to domestic prices via timely and transparent 
adjustments, the price momentum of imported inflation could be kept at a considerably low level in 2023.",Inflation
"Furthermore, the stability of the exchange rate amidst 
an improved Balance of Payments (BOP) position would be helpful in this regard.",Exchange Rates
"The recent appreciation of the  
Sri Lanka rupee against the US dollar, if continued, could help lower imported inflation and reduce second-round 
effects associated with these imports, thereby supporting 
the disinflation process.",Exchange Rates
"In the meantime, Sri Lanka’s import prices increased disproportionately during 2022 
reflecting the substantial depreciation of the Sri Lanka 
rupee and the increase in global commodity prices.",Exchange Rates
"This resulted in large month-on-month increases in 
prices of imported commodities, particularly around  
mid-2022.",Exchange Rates
"In the year 2023, this will influence imported 
inflation favourably through a sizeable negative base 
effect supporting the disinflation path (please see Figure 
B 1.2).",Inflation
"On the other hand, with respect to domestic inflation, the price momentum is estimated to be significantly low on account of unprecedented monetary 
policy tightening measures and an extremely tight fiscal 
policy stance.",Inflation
"In addition, some improvements were 
witnessed in domestic supply conditions over the last 
couple of months.",Inflation
"As a result, the price momentum relating to food inflation recorded even negative values 
in certain months.",Unclassified
